# Sao Paulo Mirante (A701), -23.496289, -46.620067, 785.64 m
# date,°C,%,hPa,mm,m/s,degree
date,tc,rh,pr,rr,ws,wd
2024-08-04 00:00:00-03:00,18.9,54.0,931.7,0.0,0.2,112.0
2024-08-04 01:00:00-03:00,19.3,54.0,931.9,0.0,0.0,110.0
2024-08-04 02:00:00-03:00,18.4,57.0,931.5,0.0,0.1,51.0
2024-08-04 03:00:00-03:00,17.9,61.0,931.3,0.0,1.0,119.0
2024-08-04 04:00:00-03:00,17.0,66.0,931.3,0.0,0.0,109.0
2024-08-04 05:00:00-03:00,16.5,70.0,931.3,0.0,0.0,89.0
2024-08-04 06:00:00-03:00,16.6,71.0,931.9,0.0,0.8,117.0
2024-08-04 07:00:00-03:00,16.5,75.0,932.6,0.0,1.1,118.0
2024-08-04 08:00:00-03:00,19.0,70.0,933.1,0.0,0.9,112.0
2024-08-04 09:00:00-03:00,21.0,61.0,933.6,0.0,1.5,108.0
2024-08-04 10:00:00-03:00,23.4,53.0,933.7,0.0,1.1,119.0
2024-08-04 11:00:00-03:00,26.1,46.0,933.0,0.0,0.5,144.0
2024-08-04 12:00:00-03:00,26.5,32.0,932.2,0.0,2.6,13.0
2024-08-04 13:00:00-03:00,27.9,30.0,931.2,0.0,2.4,33.0
2024-08-04 14:00:00-03:00,27.9,26.0,930.5,0.0,3.2,49.0
2024-08-04 15:00:00-03:00,28.1,27.0,930.1,0.0,2.6,11.0
2024-08-04 16:00:00-03:00,27.4,28.0,930.0,0.0,2.4,341.0
2024-08-04 17:00:00-03:00,26.7,29.0,930.1,0.0,1.5,21.0
2024-08-04 18:00:00-03:00,25.0,35.0,930.4,0.0,0.5,345.0
2024-08-04 19:00:00-03:00,24.2,41.0,930.7,0.0,0.9,80.0
2024-08-04 20:00:00-03:00,23.2,49.0,931.0,0.0,1.1,83.0
2024-08-04 21:00:00-03:00,22.8,53.0,931.3,0.0,1.9,86.0
2024-08-04 22:00:00-03:00,21.7,59.0,931.6,0.0,1.3,113.0
2024-08-04 23:00:00-03:00,21.0,62.0,931.6,0.0,1.5,92.0
2024-08-05 00:00:00-03:00,20.6,64.0,931.4,0.0,1.3,115.0
2024-08-05 01:00:00-03:00,20.1,67.0,931.4,0.0,1.2,108.0
2024-08-05 02:00:00-03:00,19.7,69.0,931.1,0.0,1.2,104.0
2024-08-05 03:00:00-03:00,19.1,71.0,930.7,0.0,1.0,113.0
2024-08-05 04:00:00-03:00,18.4,73.0,930.7,0.0,0.2,108.0
2024-08-05 05:00:00-03:00,17.9,76.0,930.8,0.0,0.0,87.0
2024-08-05 06:00:00-03:00,17.3,79.0,931.2,0.0,0.0,136.0
2024-08-05 07:00:00-03:00,17.7,78.0,932.0,0.0,0.0,102.0
2024-08-05 08:00:00-03:00,20.3,66.0,932.4,0.0,1.0,121.0
2024-08-05 09:00:00-03:00,22.4,57.0,932.9,0.0,0.9,109.0
2024-08-05 10:00:00-03:00,24.4,48.0,933.0,0.0,0.7,124.0
2024-08-05 11:00:00-03:00,25.8,43.0,932.6,0.0,1.0,329.0
2024-08-05 12:00:00-03:00,27.3,32.0,931.8,0.0,2.5,1.0
2024-08-05 13:00:00-03:00,27.6,23.0,930.8,0.0,2.2,21.0
2024-08-05 14:00:00-03:00,28.4,24.0,930.0,0.0,2.5,4.0
2024-08-05 15:00:00-03:00,28.9,25.0,929.6,0.0,2.7,310.0
2024-08-05 16:00:00-03:00,28.7,25.0,929.7,0.0,1.0,340.0
2024-08-05 17:00:00-03:00,27.5,28.0,929.8,0.0,1.1,26.0
2024-08-05 18:00:00-03:00,25.3,33.0,930.0,0.0,0.2,314.0
2024-08-05 19:00:00-03:00,24.4,38.0,930.6,0.0,1.4,137.0
2024-08-05 20:00:00-03:00,23.2,45.0,931.0,0.0,1.3,124.0
2024-08-05 21:00:00-03:00,21.6,51.0,931.3,0.0,0.1,94.0
2024-08-05 22:00:00-03:00,20.9,55.0,931.3,0.0,0.0,79.0
2024-08-05 23:00:00-03:00,20.0,59.0,931.3,0.0,0.0,93.0
2024-08-06 00:00:00-03:00,19.6,60.0,931.1,0.0,0.6,132.0
2024-08-06 01:00:00-03:00,19.1,62.0,930.8,0.0,0.0,129.0
2024-08-06 02:00:00-03:00,18.3,65.0,930.4,0.0,0.0,98.0
2024-08-06 03:00:00-03:00,18.0,66.0,930.2,0.0,0.0,115.0
2024-08-06 04:00:00-03:00,17.8,65.0,930.0,0.0,0.4,99.0
2024-08-06 05:00:00-03:00,17.5,68.0,930.0,0.0,0.7,117.0
2024-08-06 06:00:00-03:00,17.0,69.0,930.1,0.0,0.0,123.0
2024-08-06 07:00:00-03:00,16.9,70.0,930.6,0.0,0.0,98.0
2024-08-06 08:00:00-03:00,20.5,57.0,931.0,0.0,0.7,145.0
2024-08-06 09:00:00-03:00,23.1,50.0,931.4,0.0,0.3,126.0
2024-08-06 10:00:00-03:00,24.5,41.0,931.4,0.0,1.3,111.0
2024-08-06 11:00:00-03:00,26.4,36.0,930.7,0.0,2.2,113.0
2024-08-06 12:00:00-03:00,27.5,34.0,929.8,0.0,1.6,306.0
2024-08-06 13:00:00-03:00,28.2,27.0,928.7,0.0,1.1,49.0
2024-08-06 14:00:00-03:00,28.8,25.0,927.8,0.0,1.1,53.0
2024-08-06 15:00:00-03:00,29.4,25.0,927.2,0.0,1.4,44.0
2024-08-06 16:00:00-03:00,28.6,26.0,926.9,0.0,1.3,39.0
2024-08-06 17:00:00-03:00,27.2,29.0,926.9,0.0,0.9,34.0
2024-08-06 18:00:00-03:00,25.2,38.0,927.2,0.0,1.3,74.0
2024-08-06 19:00:00-03:00,24.2,41.0,927.5,0.0,1.4,79.0
2024-08-06 20:00:00-03:00,22.6,46.0,927.8,0.0,0.6,105.0
2024-08-06 21:00:00-03:00,22.7,43.0,928.2,0.0,0.7,86.0
