# Sao Paulo Mirante (A701), -23.496289, -46.620067, 785.64 m
# date,°C,%,hPa,mm,m/s,degree
date,tc,rh,pr,rr,ws,wd
2024-08-02 17:00:00-03:00,24.2,39.0,930.4,0.0,1.6,146.0
2024-08-02 18:00:00-03:00,22.8,43.0,930.7,0.0,1.4,107.0
2024-08-02 19:00:00-03:00,21.6,50.0,930.9,0.0,1.3,87.0
2024-08-02 20:00:00-03:00,20.7,51.0,931.2,0.0,1.3,121.0
2024-08-02 21:00:00-03:00,20.0,52.0,931.3,0.0,1.7,115.0
2024-08-02 22:00:00-03:00,19.2,56.0,931.5,0.0,1.5,108.0
2024-08-02 23:00:00-03:00,18.7,57.0,931.4,0.0,1.9,105.0
2024-08-03 00:00:00-03:00,18.0,60.0,931.4,0.0,2.4,102.0
2024-08-03 01:00:00-03:00,17.3,62.0,931.5,0.0,1.6,111.0
2024-08-03 02:00:00-03:00,16.4,67.0,931.2,0.0,0.9,123.0
2024-08-03 03:00:00-03:00,15.9,69.0,931.0,0.0,1.4,140.0
2024-08-03 04:00:00-03:00,15.8,70.0,930.8,0.0,1.8,128.0
2024-08-03 05:00:00-03:00,15.4,71.0,931.1,0.0,2.0,119.0
2024-08-03 06:00:00-03:00,14.9,73.0,931.7,0.0,2.4,118.0
2024-08-03 07:00:00-03:00,14.9,75.0,932.3,0.0,1.8,111.0
2024-08-03 08:00:00-03:00,16.6,69.0,933.0,0.0,2.6,121.0
2024-08-03 09:00:00-03:00,19.4,58.0,933.5,0.0,1.8,109.0
2024-08-03 10:00:00-03:00,21.2,50.0,933.5,0.0,1.9,116.0
2024-08-03 11:00:00-03:00,23.6,41.0,933.2,0.0,1.1,101.0
2024-08-03 12:00:00-03:00,25.2,36.0,932.3,0.0,1.7,92.0
2024-08-03 13:00:00-03:00,26.3,33.0,931.3,0.0,1.2,133.0
2024-08-03 14:00:00-03:00,27.6,27.0,930.4,0.0,1.7,18.0
2024-08-03 15:00:00-03:00,28.1,24.0,929.9,0.0,2.4,64.0
2024-08-03 16:00:00-03:00,28.0,24.0,929.7,0.0,1.9,13.0
2024-08-03 17:00:00-03:00,26.1,31.0,930.1,0.0,1.3,70.0
2024-08-03 18:00:00-03:00,24.0,40.0,930.4,0.0,1.2,78.0
2024-08-03 19:00:00-03:00,23.1,44.0,930.7,0.0,1.5,87.0
2024-08-03 20:00:00-03:00,21.9,46.0,931.0,0.0,0.9,82.0
2024-08-03 21:00:00-03:00,21.3,46.0,931.3,0.0,1.0,94.0
2024-08-03 22:00:00-03:00,20.2,52.0,931.4,0.0,0.2,104.0
2024-08-03 23:00:00-03:00,20.3,49.0,931.6,0.0,1.6,105.0
