Data read from file:/home/alejandro/CMAQv5.5/data/POST/COMBINE_ACONC_v55_intel_CR2_BASEv01_202409.nc (layer  1)

   Note: Times have been converted to local standard


siteid,column,row,longitude,latitude,date,Time,RH,SFC_TMP,PBLH,WSPD10,WDIR10
,,,degrees,degrees,YYYY-MM-DD,hh:mm:ss,%,K,m,m s-1,deg
701,28,35,-46.62007,-23.49629,2024-09-10,05:00:00,36.4209,294.093,25.5400,1.40009,71.8368
701,28,35,-46.62007,-23.49629,2024-09-10,06:00:00,37.4312,294.517,25.5955,1.49795,80.6251
701,28,35,-46.62007,-23.49629,2024-09-10,07:00:00,36.3394,295.240,36.3209,1.83874,85.4751
701,28,35,-46.62007,-23.49629,2024-09-10,08:00:00,32.2782,297.674,199.447,1.00218,48.2122
701,28,35,-46.62007,-23.49629,2024-09-10,09:00:00,29.1531,300.336,374.106,5.61840,338.464
701,28,35,-46.62007,-23.49629,2024-09-10,10:00:00,26.8353,301.503,648.224,5.45476,326.607
701,28,35,-46.62007,-23.49629,2024-09-10,11:00:00,24.0624,302.636,1429.50,4.74085,319.057
701,28,35,-46.62007,-23.49629,2024-09-10,12:00:00,21.3489,303.502,1725.37,3.92437,310.905
701,28,35,-46.62007,-23.49629,2024-09-10,13:00:00,19.4272,304.100,1985.97,3.48535,305.601
701,28,35,-46.62007,-23.49629,2024-09-10,14:00:00,18.4698,304.509,2018.92,2.95296,300.220
701,28,35,-46.62007,-23.49629,2024-09-10,15:00:00,17.9904,304.809,2363.33,3.04507,312.365
701,28,35,-46.62007,-23.49629,2024-09-10,16:00:00,18.1362,304.793,2387.98,2.58801,323.518
701,28,35,-46.62007,-23.49629,2024-09-10,17:00:00,18.7088,304.555,2472.66,2.45749,313.487
701,28,35,-46.62007,-23.49629,2024-09-10,18:00:00,20.0718,304.029,1473.52,2.34048,276.327
701,28,35,-46.62007,-23.49629,2024-09-10,19:00:00,25.7453,302.477,292.195,1.17553,174.489
701,28,35,-46.62007,-23.49629,2024-09-10,20:00:00,30.6210,301.741,265.733,2.82332,104.774
701,28,35,-46.62007,-23.49629,2024-09-10,21:00:00,33.2739,301.017,249.748,3.47377,72.3990
701,28,35,-46.62007,-23.49629,2024-09-10,22:00:00,32.5174,299.900,168.381,3.29551,57.0247
701,28,35,-46.62007,-23.49629,2024-09-10,23:00:00,28.7578,299.070,196.058,2.57388,40.1649
701,28,35,-46.62007,-23.49629,2024-09-11,00:00:00,28.6847,298.331,218.128,2.21717,49.3437
701,28,35,-46.62007,-23.49629,2024-09-11,01:00:00,28.8087,297.805,219.755,1.90949,47.6357
701,28,35,-46.62007,-23.49629,2024-09-11,02:00:00,27.6719,297.603,242.802,2.20585,35.2197
701,28,35,-46.62007,-23.49629,2024-09-11,03:00:00,27.3072,297.872,348.563,3.04860,12.3335
701,28,35,-46.62007,-23.49629,2024-09-11,04:00:00,29.1935,296.864,319.506,1.38753,32.8235
701,28,35,-46.62007,-23.49629,2024-09-11,05:00:00,30.7960,295.866,291.985,1.56123,87.2487
701,28,35,-46.62007,-23.49629,2024-09-11,06:00:00,31.2784,295.456,288.235,1.08348,116.291
701,28,35,-46.62007,-23.49629,2024-09-11,07:00:00,29.8668,296.677,331.193,0.802006,96.8114
701,28,35,-46.62007,-23.49629,2024-09-11,08:00:00,28.0788,299.576,301.007,3.67123,358.877
701,28,35,-46.62007,-23.49629,2024-09-11,09:00:00,26.9605,300.145,242.750,6.51264,346.582
701,28,35,-46.62007,-23.49629,2024-09-11,10:00:00,25.4595,301.762,589.943,6.79585,338.057
701,28,35,-46.62007,-23.49629,2024-09-11,11:00:00,22.2978,302.305,807.057,5.55782,330.720
701,28,35,-46.62007,-23.49629,2024-09-11,12:00:00,19.2382,303.706,1959.44,4.44762,326.924
701,28,35,-46.62007,-23.49629,2024-09-11,13:00:00,18.2446,304.019,1889.32,4.11957,333.123
701,28,35,-46.62007,-23.49629,2024-09-11,14:00:00,16.6932,304.791,2196.91,3.46224,335.976
701,28,35,-46.62007,-23.49629,2024-09-11,15:00:00,15.0529,305.280,2320.24,4.09279,343.556
701,28,35,-46.62007,-23.49629,2024-09-11,16:00:00,14.1143,305.495,2426.17,3.91191,334.997
701,28,35,-46.62007,-23.49629,2024-09-11,17:00:00,15.1140,305.283,2439.86,3.73155,359.481
701,28,35,-46.62007,-23.49629,2024-09-11,18:00:00,18.7558,304.258,752.270,4.09111,29.9654
701,28,35,-46.62007,-23.49629,2024-09-11,19:00:00,20.9588,301.985,316.216,4.01831,10.0837
701,28,35,-46.62007,-23.49629,2024-09-11,20:00:00,22.4930,300.770,340.235,3.83976,17.4376
701,28,35,-46.62007,-23.49629,2024-09-11,21:00:00,24.5002,299.743,381.109,2.72247,14.4505
701,28,35,-46.62007,-23.49629,2024-09-11,22:00:00,24.3986,298.868,383.553,1.73390,27.7281
701,28,35,-46.62007,-23.49629,2024-09-11,23:00:00,23.5072,298.575,304.232,2.10080,17.5390
701,28,35,-46.62007,-23.49629,2024-09-12,00:00:00,23.5997,298.567,291.523,3.19284,8.59824
701,28,35,-46.62007,-23.49629,2024-09-12,01:00:00,24.4987,298.505,306.479,4.43527,3.05612
701,28,35,-46.62007,-23.49629,2024-09-12,02:00:00,25.1725,297.845,306.376,4.62494,3.40598
701,28,35,-46.62007,-23.49629,2024-09-12,03:00:00,25.7550,297.567,308.102,4.04888,5.63776
701,28,35,-46.62007,-23.49629,2024-09-12,04:00:00,26.7821,296.392,343.981,1.51621,4.70569
701,28,35,-46.62007,-23.49629,2024-09-12,05:00:00,27.4716,295.615,348.512,0.793966,89.4189
701,28,35,-46.62007,-23.49629,2024-09-12,06:00:00,27.2545,295.474,337.016,1.32447,26.1416
701,28,35,-46.62007,-23.49629,2024-09-12,07:00:00,26.4790,297.098,396.149,3.84417,12.7572
701,28,35,-46.62007,-23.49629,2024-09-12,08:00:00,25.5781,299.212,226.769,6.60568,357.055
701,28,35,-46.62007,-23.49629,2024-09-12,09:00:00,23.9128,300.547,427.971,6.63462,345.242
701,28,35,-46.62007,-23.49629,2024-09-12,10:00:00,20.8485,302.035,923.764,6.15675,336.943
701,28,35,-46.62007,-23.49629,2024-09-12,11:00:00,18.3560,303.174,1503.51,5.82763,336.928
701,28,35,-46.62007,-23.49629,2024-09-12,12:00:00,17.0939,303.794,1927.78,4.99312,336.449
701,28,35,-46.62007,-23.49629,2024-09-12,13:00:00,16.4488,304.307,1966.49,4.44097,334.932
701,28,35,-46.62007,-23.49629,2024-09-12,14:00:00,15.6696,304.730,2113.00,4.01335,336.325
701,28,35,-46.62007,-23.49629,2024-09-12,15:00:00,14.4920,305.028,2237.97,3.74743,344.383
701,28,35,-46.62007,-23.49629,2024-09-12,16:00:00,14.0201,305.180,2310.64,3.85057,341.629
701,28,35,-46.62007,-23.49629,2024-09-12,17:00:00,15.2117,304.974,2304.30,3.69615,330.039
701,28,35,-46.62007,-23.49629,2024-09-12,18:00:00,19.4784,304.315,1690.22,3.14208,7.92108
701,28,35,-46.62007,-23.49629,2024-09-12,19:00:00,21.8194,302.404,424.597,3.24376,353.208
701,28,35,-46.62007,-23.49629,2024-09-12,20:00:00,21.5940,301.057,353.413,4.62568,16.8263
701,28,35,-46.62007,-23.49629,2024-09-12,21:00:00,23.4929,300.378,321.876,5.85856,0.123108
701,28,35,-46.62007,-23.49629,2024-09-12,22:00:00,24.8637,299.502,369.348,4.65225,5.32599
701,28,35,-46.62007,-23.49629,2024-09-12,23:00:00,24.9284,299.126,328.021,4.65214,5.87799
701,28,35,-46.62007,-23.49629,2024-09-13,00:00:00,25.5606,298.728,291.870,3.17180,19.3654
701,28,35,-46.62007,-23.49629,2024-09-13,01:00:00,26.8605,298.315,318.389,3.67181,20.1904
701,28,35,-46.62007,-23.49629,2024-09-13,02:00:00,27.9108,297.892,298.709,3.51387,28.0706
701,28,35,-46.62007,-23.49629,2024-09-13,03:00:00,28.8327,296.840,285.546,2.48430,38.3291
701,28,35,-46.62007,-23.49629,2024-09-13,04:00:00,29.4648,296.077,274.999,1.62175,60.2551
701,28,35,-46.62007,-23.49629,2024-09-13,05:00:00,29.9405,295.814,279.150,1.72289,63.9381
701,28,35,-46.62007,-23.49629,2024-09-13,06:00:00,29.1980,295.483,294.057,1.98626,62.7678
701,28,35,-46.62007,-23.49629,2024-09-13,07:00:00,26.9910,297.506,366.262,3.26405,20.5347
701,28,35,-46.62007,-23.49629,2024-09-13,08:00:00,25.9355,300.202,197.662,6.93343,356.704
701,28,35,-46.62007,-23.49629,2024-09-13,09:00:00,25.5636,301.544,467.359,7.04108,351.000
701,28,35,-46.62007,-23.49629,2024-09-13,10:00:00,24.1552,302.601,938.956,6.14966,352.964
701,28,35,-46.62007,-23.49629,2024-09-13,11:00:00,21.4339,303.583,1865.62,5.29284,355.507
701,28,35,-46.62007,-23.49629,2024-09-13,12:00:00,19.4412,304.373,2059.26,5.26004,339.609
701,28,35,-46.62007,-23.49629,2024-09-13,13:00:00,18.6039,304.857,2264.31,4.96199,334.406
701,28,35,-46.62007,-23.49629,2024-09-13,14:00:00,16.6204,305.243,2278.45,4.92634,335.700
701,28,35,-46.62007,-23.49629,2024-09-13,15:00:00,15.1751,305.501,2297.65,4.61159,336.805
701,28,35,-46.62007,-23.49629,2024-09-13,16:00:00,16.3666,305.550,2332.17,3.88719,348.629
701,28,35,-46.62007,-23.49629,2024-09-13,17:00:00,18.5174,305.347,2618.36,3.52123,355.478
701,28,35,-46.62007,-23.49629,2024-09-13,18:00:00,23.0372,304.784,2723.57,3.65160,9.55936
701,28,35,-46.62007,-23.49629,2024-09-13,19:00:00,27.0184,302.247,86.3057,5.04329,23.8986
701,28,35,-46.62007,-23.49629,2024-09-13,20:00:00,26.7973,300.570,362.544,4.14504,14.2231
701,28,35,-46.62007,-23.49629,2024-09-13,21:00:00,26.2376,300.883,545.823,6.00026,5.99835
701,28,35,-46.62007,-23.49629,2024-09-13,22:00:00,24.8857,300.515,559.004,6.56340,7.80850
701,28,35,-46.62007,-23.49629,2024-09-13,23:00:00,24.2266,300.678,622.086,7.83231,1.68613
701,28,35,-46.62007,-23.49629,2024-09-14,00:00:00,25.1418,300.145,580.075,7.86556,358.137
701,28,35,-46.62007,-23.49629,2024-09-14,01:00:00,25.9235,299.643,586.758,8.08754,354.908
701,28,35,-46.62007,-23.49629,2024-09-14,02:00:00,26.4284,299.400,555.974,8.06340,353.557
701,28,35,-46.62007,-23.49629,2024-09-14,03:00:00,26.9772,299.139,496.051,8.06784,353.953
701,28,35,-46.62007,-23.49629,2024-09-14,04:00:00,28.1962,298.710,460.607,8.02427,357.592
701,28,35,-46.62007,-23.49629,2024-09-14,05:00:00,29.7953,297.705,447.698,6.34954,6.33417
701,28,35,-46.62007,-23.49629,2024-09-14,06:00:00,29.6280,296.803,461.262,4.80554,15.2863
701,28,35,-46.62007,-23.49629,2024-09-14,07:00:00,29.1617,298.856,530.737,7.92639,358.511
701,28,35,-46.62007,-23.49629,2024-09-14,08:00:00,29.2327,299.890,212.068,8.13029,353.868
701,28,35,-46.62007,-23.49629,2024-09-14,09:00:00,28.1967,301.127,369.340,7.86618,348.282
701,28,35,-46.62007,-23.49629,2024-09-14,10:00:00,26.1364,302.523,590.928,6.46174,337.806
701,28,35,-46.62007,-23.49629,2024-09-14,11:00:00,23.5949,303.765,1242.16,5.21780,325.460
701,28,35,-46.62007,-23.49629,2024-09-14,12:00:00,22.0902,304.853,2193.95,5.15674,302.583
701,28,35,-46.62007,-23.49629,2024-09-14,13:00:00,22.0526,305.209,2578.76,4.91439,292.852
701,28,35,-46.62007,-23.49629,2024-09-14,14:00:00,36.8487,305.371,3252.81,4.00657,275.935
701,28,35,-46.62007,-23.49629,2024-09-14,15:00:00,53.9772,300.536,414.322,6.41916,158.619
701,28,35,-46.62007,-23.49629,2024-09-14,16:00:00,52.6212,299.594,445.247,5.48049,147.632
701,28,35,-46.62007,-23.49629,2024-09-14,17:00:00,52.8194,298.093,415.006,5.16332,143.434
701,28,35,-46.62007,-23.49629,2024-09-14,18:00:00,56.3336,296.319,422.604,4.40616,163.397
701,28,35,-46.62007,-23.49629,2024-09-14,19:00:00,59.5317,295.317,307.107,4.03795,155.335
701,28,35,-46.62007,-23.49629,2024-09-14,20:00:00,61.7904,294.736,320.098,3.59164,114.072
