Data read from file:/home/alejandro/CMAQv5.5/data/POST/COMBINE_ACONC_v55_intel_CR2_BASEv01_202409.nc (layer  1)

   Note: Times have been converted to local standard


siteid,column,row,longitude,latitude,date,Time,O3_UGM3,NO_UGM3,NO2_UGM3,NH3_UGM3,CO,SO2_UGM3,TOL_UGM3,PM10,PM25_TOT,N10,N20,N40,N100
,,,degrees,degrees,YYYY-MM-DD,hh:mm:ss,ug m-3,ug m-3,ug m-3,ug m-3,ppbV,ug m-3,ug m-3,ug m-3,ug m-3,cm-3,cm-3,cm-3,cm-3
275,10,56,-47.11928,-22.94673,2024-09-03,17:00:00,47.1069,0.766615,10.7917,1.34880,148.085,0.217441,1.18254,12.8017,4.07015,1828.54,1447.15,721.091,244.715
275,10,56,-47.11928,-22.94673,2024-09-03,18:00:00,27.2083,2.31588,30.4762,3.22737,273.969,0.467954,3.34768,14.8716,5.61748,3929.18,3084.44,1382.38,393.169
275,10,56,-47.11928,-22.94673,2024-09-03,19:00:00,1.15646,21.0185,63.5184,8.15996,619.313,1.15058,9.32188,21.1681,10.2340,9632.16,7674.20,3211.72,804.841
275,10,56,-47.11928,-22.94673,2024-09-03,20:00:00,17.4233,2.87233,45.7075,5.73257,351.952,0.802091,4.64476,16.5836,7.32222,5768.74,4616.52,2036.60,543.098
275,10,56,-47.11928,-22.94673,2024-09-03,21:00:00,35.4560,0.559228,46.7733,5.59191,412.464,1.38276,5.13785,20.6405,13.1138,6661.56,5862.26,3112.27,846.363
275,10,56,-47.11928,-22.94673,2024-09-03,22:00:00,43.9067,0.437939,36.5246,4.03219,370.615,1.16920,4.25197,18.1568,11.2943,5452.30,4837.59,2644.59,744.607
275,10,56,-47.11928,-22.94673,2024-09-03,23:00:00,28.2588,1.10838,40.4870,4.43966,353.562,1.02757,4.33230,15.7235,9.19020,5373.15,4641.47,2374.70,649.126
275,10,56,-47.11928,-22.94673,2024-09-04,00:00:00,15.9979,3.62681,49.3490,4.78836,414.453,1.02071,5.61965,15.4038,8.91649,6411.73,5286.07,2494.09,663.993
275,10,56,-47.11928,-22.94673,2024-09-04,01:00:00,6.88269,11.3258,60.5563,4.95022,555.523,0.996271,8.18459,16.6305,10.0295,8532.16,6768.28,2992.94,776.014
275,10,56,-47.11928,-22.94673,2024-09-04,02:00:00,2.55614,24.4661,69.4138,5.70025,736.164,1.08042,11.3795,19.6434,12.7131,11355.9,9261.33,4212.04,1006.40
275,10,56,-47.11928,-22.94673,2024-09-04,03:00:00,1.10174,36.5889,72.1595,6.69608,850.661,1.17999,13.4935,21.1643,14.0189,13319.2,10804.6,4834.69,1131.77
275,10,56,-47.11928,-22.94673,2024-09-04,04:00:00,0.568593,46.9982,70.0344,7.64826,907.234,1.23905,14.6271,21.4953,14.3554,14431.9,11632.9,5106.89,1183.19
275,10,56,-47.11928,-22.94673,2024-09-04,05:00:00,0.425791,50.0275,67.6040,8.43467,909.081,1.26589,14.7501,21.2813,14.2076,14607.0,11747.2,5116.02,1185.31
275,10,56,-47.11928,-22.94673,2024-09-04,06:00:00,1.10681,52.8658,66.0548,9.51928,923.457,1.33038,15.0472,21.6048,14.3772,14921.8,12050.9,5231.55,1203.86
275,10,56,-47.11928,-22.94673,2024-09-04,07:00:00,9.11330,53.5648,59.0561,9.70471,891.390,1.31203,14.5156,20.5255,14.0357,14279.2,11649.3,5095.00,1168.80
275,10,56,-47.11928,-22.94673,2024-09-04,08:00:00,20.4444,37.2740,48.1409,7.77938,687.998,0.999560,10.7114,16.4443,11.2438,10918.9,8644.33,3692.02,907.308
